"HLA"	"probe"	"probe.protein"	"probe.NA"	"probe.positive"	"probe.negative"	"beta"	"se"	"F"	"P"	"FDR"
"HLA_DQB1_0201"	"agilent_70589"	"WP_005331402.1 (7/7)"	0	67	1370	-0.233648640968712	0.323288479501268	-0.722724921497847	0.469848901336856	0.891804844742342
"HLA_DQB1_0201"	"twist_42474"	"HCMVUL132"	0	228	1209	-0.35141528620255	0.189998809507505	-1.84956572682456	0.0643761664228723	0.575382431211121
"HLA_DQB1_0201"	"twist_17534"	"allergen_name Pers a 1 (1/1) (1/1) allergome_name Pers a 1 (2/2) (1/1) allergenonline_name Pers a 1.0101 (1/1) (1/1) SDAP_name Pers a 1 (1/1) (1/1) iedb_name False"	0	86	1351	-0.0550239295737715	0.267311381963703	-0.205842075146814	0.836914273686928	0.97826199810294
"HLA_DQB1_0201"	"agilent_61545"	"MH0013_GL0018199"	0	66	1371	0.0378471662921515	0.308799362484721	0.122562320037251	0.902453693676324	0.988348288879013
"HLA_DQB1_0201"	"twist_40569"	"HCMVTRL10 = IRL10"	0	231	1206	-0.0804597728403456	0.176476409983926	-0.455923671881552	0.648444866473375	0.941256141574125
"HLA_DQB1_0201"	"agilent_8212"	"phosphoprotein 150 & Large structural phosphoprotein"	0	255	1182	-0.01847449672788	0.168241204596166	-0.109809584234878	0.912560389894754	0.989872835128635
"HLA_DQB1_0201"	"twist_53967"	"EBNA3A nuclear protein [Human gammaherpesvirus 4] & EBNA-3A [Human herpesvirus 4 type 2] & EBNA-3A [Human gammaherpesvirus 4] & Epstein-Barr nuclear antigen 3 & BLRF3 [Human gammaherpesvirus 4] & nuclear antigen EBNA-3"	0	161	1276	-0.441654235121296	0.221102154870361	-1.99751212456637	0.0457695786833341	0.521056497143674
"HLA_DQB1_0201"	"agilent_181928"	"MH0455_GL0124374 (1/4)"	0	79	1358	0.474983449470135	0.249002557623474	1.90754446060098	0.0564501193602744	0.554290260619761
"HLA_DQB1_0201"	"agilent_223184"	"VFG000843(gb|YP_325610) (hlyD) hemolysin transport protein [Hemolysin (VF0207)] [Escherichia coli O157:H7 str. EDL933]"	0	82	1355	0.0651074059640546	0.251173895500612	0.259212470445186	0.795471309834494	0.970946100628941
"HLA_DQB1_0201"	"twist_65448"	"YP_003934834.1 RNA polymerase ADP-ribosylase [Shigella phage SP18]"	0	134	1303	-0.0784787152355293	0.20923056764799	-0.375082456247799	0.707599144051177	0.954062552913853
"HLA_DQB1_0201"	"agilent_242753"	"VFG000337(gb|NP_439153) (iga1) immunoglobin A1 protease [IgA1 protease (VF0045)] [Haemophilus influenzae Rd KW20]"	0	264	1173	0.160939423033497	0.154508675708289	1.04162062289207	0.29758760346104	0.818404169112792
"HLA_DQB1_0201"	"twist_51927"	"nuclear protein EBNA2 & EBNA-2 & Epstein-Barr nuclear antigen 2"	0	507	930	0.0169387314844562	0.133188814577999	0.127178333541938	0.898799253448781	0.987778249158577
